timestamp,relative_time,sample,co_m,eth_m,voc_m,no2,eth_gm,voc_gm,co_gm
67157,0.0,Level_1_IDLE,2.63,1.75,0.75,0.94,0.88,0.27,0.04
67413,0.256,Level_1_IDLE,2.6,1.72,0.74,0.94,0.88,0.275,0.04
67664,0.507,Level_1_IDLE,2.59,1.71,0.7366667,0.94,0.87999994,0.27333334,0.04
67915,0.758,Level_1_IDLE,2.57,1.69,0.73,0.94,0.87999994,0.27333334,0.04
68175,1.018,Level_1_IDLE,2.57,1.69,0.73,0.94,0.87999994,0.27333334,0.04
68443,1.286,Level_1_IDLE,2.57,1.69,0.73,0.94,0.87999994,0.27666667,0.04
68708,1.551,Level_1_IDLE,2.57,1.69,0.73,0.94,0.87999994,0.28,0.04
68970,1.813,Level_1_IDLE,2.57,1.69,0.73,0.94,0.87999994,0.28,0.036666665
69235,2.078,Level_1_IDLE,2.57,1.69,0.73,0.94,0.87999994,0.28,0.036666665
69495,2.338,Level_1_IDLE,2.57,1.69,0.73,0.94,0.87999994,0.28,0.036666665
69745,2.588,Level_1_IDLE,2.57,1.69,0.73,0.94,0.87999994,0.28,0.04
70001,2.844,Level_1_IDLE,2.57,1.69,0.73,0.94,0.87999994,0.28,0.04
70256,3.099,Level_1_IDLE,2.57,1.69,0.73,0.94,0.87999994,0.28,0.04
70521,3.364,Level_1_IDLE,2.57,1.69,0.73,0.94,0.87999994,0.28,0.04
71047,3.89,Level_1_PRE-COND,2.57,1.69,0.73,0.94,0.87999994,0.28,0.04
71309,4.152,Level_1_PRE-COND,2.57,1.69,0.73,0.94,0.87999994,0.28,0.04
71571,4.414,Level_1_PRE-COND,2.57,1.69,0.73,0.9433333,0.87999994,0.28,0.04
71817,4.66,Level_1_PRE-COND,2.57,1.69,0.73,0.9433333,0.87999994,0.28,0.036666665
72070,4.913,Level_1_PRE-COND,2.57,1.69,0.73,0.9433333,0.87999994,0.28,0.036666665
72326,5.169,Level_1_PRE-COND,2.57,1.69,0.73,0.94,0.87999994,0.28,0.033333335
72588,5.431,Level_1_PRE-COND,2.57,1.69,0.73,0.94,0.87999994,0.28,0.036666665
72846,5.689,Level_1_PRE-COND,2.57,1.69,0.73,0.94,0.87999994,0.28,0.036666665
73094,5.937,Level_1_PRE-COND,2.57,1.69,0.73,0.94,0.87999994,0.28,0.04
73347,6.19,Level_1_PRE-COND,2.5666666,1.6866666,0.73,0.94,0.87999994,0.28,0.04
73603,6.446,Level_1_PRE-COND,2.5666666,1.6866666,0.73,0.9433333,0.87999994,0.28,0.04
73868,6.711,Level_1_PRE-COND,2.5666666,1.6866666,0.73,0.94666666,0.87999994,0.28,0.04
74123,6.966,Level_1_PRE-COND,2.57,1.69,0.73,0.95,0.87999994,0.28,0.04
74386,7.229,Level_1_PRE-COND,2.57,1.69,0.73,0.95,0.87999994,0.28,0.04
74650,7.493,Level_1_PRE-COND,2.57,1.69,0.73,0.95,0.87999994,0.28,0.04
74906,7.749,Level_1_PRE-COND,2.57,1.69,0.73,0.95,0.87999994,0.28,0.04
75154,7.997,Level_1_PRE-COND,2.57,1.69,0.73,0.95,0.87999994,0.28,0.04
75410,8.253,Level_1_PRE-COND,2.57,1.69,0.73,0.95,0.8833334,0.28,0.04
75664,8.507,Level_1_PRE-COND,2.57,1.69,0.73,0.95,0.8866666,0.28,0.04
75926,8.769,Level_1_RAMP_UP,2.57,1.69,0.73,0.95,0.8866666,0.28,0.04
76178,9.021,Level_1_RAMP_UP,2.57,1.69,0.73,0.95,0.8833334,0.28,0.04
76432,9.275,Level_1_RAMP_UP,2.57,1.69,0.73,0.95,0.87999994,0.28,0.04
76690,9.533,Level_1_RAMP_UP,2.57,1.69,0.73,0.95,0.8833334,0.28333333,0.04
76942,9.785,Level_1_RAMP_UP,2.57,1.69,0.73,0.95,0.8866666,0.28666666,0.04
