timestamp,relative_time,sample,co_m,eth_m,voc_m,no2,eth_gm,voc_gm,co_gm
3408625,0.0,Level_6_DONE,2.6,1.72,0.74,0.865,0.935,0.18,0.03
3408890,0.265,Level_6_DONE,2.59,1.71,0.7366667,0.8633334,0.93666667,0.18,0.03
3409143,0.518,Level_6_DONE,2.57,1.69,0.73,0.8633334,0.93666667,0.18,0.03
3409393,0.768,Level_6_DONE,2.57,1.69,0.73,0.85999995,0.94,0.18,0.03
3409655,1.03,Level_6_DONE,2.57,1.69,0.73,0.85999995,0.94,0.18,0.03
3409910,1.285,Level_6_DONE,2.57,1.69,0.73,0.85999995,0.94,0.18,0.03
3410168,1.543,Level_6_DONE,2.57,1.69,0.73,0.85999995,0.93666667,0.18,0.03
3410423,1.798,Level_6_DONE,2.57,1.69,0.73,0.85999995,0.93666667,0.18,0.03
3410684,2.059,Level_6_DONE,2.57,1.69,0.73,0.85999995,0.93666667,0.18,0.03
3410936,2.311,Level_6_DONE,2.57,1.69,0.73,0.85999995,0.94,0.18,0.03
3411186,2.561,Level_6_DONE,2.57,1.69,0.73,0.85999995,0.94,0.18,0.03
3411448,2.823,Level_6_DONE,2.57,1.69,0.73,0.85999995,0.94,0.18,0.03
3411708,3.083,Level_6_DONE,2.57,1.69,0.73,0.85999995,0.94,0.18,0.03
3411967,3.342,Level_6_DONE,2.57,1.69,0.73,0.85999995,0.94,0.18,0.03
3412218,3.593,Level_6_DONE,2.57,1.69,0.73,0.8633334,0.93666667,0.18,0.03
3412472,3.847,Level_6_DONE,2.5666666,1.6866666,0.73,0.8633334,0.93333334,0.18,0.03
3412737,4.112,Level_6_DONE,2.5666666,1.6866666,0.73,0.8633334,0.93,0.18,0.03
3412992,4.367,Level_6_DONE,2.5666666,1.6866666,0.73,0.85999995,0.93,0.18,0.03
3413249,4.624,Level_6_DONE,2.57,1.69,0.73,0.85999995,0.93,0.18,0.03
3413501,4.876,Level_6_DONE,2.57,1.69,0.73,0.8633334,0.93333334,0.18,0.03
3413757,5.132,Level_6_DONE,2.57,1.69,0.73,0.8666666,0.93666667,0.18,0.03
3414020,5.395,Level_6_DONE,2.57,1.69,0.73,0.87000006,0.94,0.18,0.03
3414280,5.655,Level_6_DONE,2.5666666,1.6866666,0.73,0.8666666,0.93666667,0.18,0.03
3414527,5.902,Level_6_DONE,2.5666666,1.6866666,0.73,0.8633334,0.93666667,0.18,0.03
3415017,6.392,Level_1_PRE-COND,2.5666666,1.6866666,0.73,0.85999995,0.93666667,0.18,0.03
3415271,6.646,Level_1_PRE-COND,2.57,1.69,0.73,0.8633334,0.94,0.18,0.03
3415525,6.9,Level_1_PRE-COND,2.57,1.69,0.73,0.8666666,0.94,0.18,0.03
3415777,7.152,Level_1_PRE-COND,2.5666666,1.6866666,0.73,0.8666666,0.93666667,0.18,0.03
3416038,7.413,Level_1_PRE-COND,2.5666666,1.6866666,0.73,0.8666666,0.93666667,0.18,0.03
3416288,7.663,Level_1_PRE-COND,2.5666666,1.6866666,0.73,0.8633334,0.93666667,0.18,0.03
3416548,7.923,Level_1_PRE-COND,2.57,1.69,0.73,0.8633334,0.94,0.18,0.03
3416807,8.182,Level_1_PRE-COND,2.57,1.69,0.73,0.8633334,0.94,0.18,0.03
3417070,8.445,Level_1_PRE-COND,2.57,1.69,0.73,0.8633334,0.93666667,0.18,0.03
3417324,8.699,Level_1_PRE-COND,2.57,1.69,0.73,0.8666666,0.93666667,0.18,0.03
3417579,8.954,Level_1_PRE-COND,2.57,1.69,0.73,0.8666666,0.93666667,0.18,0.03
3417841,9.216,Level_1_PRE-COND,2.57,1.69,0.73,0.87000006,0.94,0.18,0.03
3418093,9.468,Level_1_PRE-COND,2.57,1.69,0.73,0.87000006,0.94,0.18,0.03
3418352,9.727,Level_1_PRE-COND,2.57,1.69,0.73,0.87000006,0.94,0.18,0.03
3418600,9.975,Level_1_PRE-COND,2.57,1.69,0.73,0.87000006,0.94,0.18,0.03
3418860,10.235,Level_1_PRE-COND,2.57,1.69,0.73,0.87000006,0.94,0.18,0.03
3419119,10.494,Level_1_PRE-COND,2.57,1.69,0.73,0.87000006,0.94,0.18,0.03
3419376,10.751,Level_1_PRE-COND,2.57,1.69,0.73,0.87000006,0.94,0.18333334,0.03
3419639,11.014,Level_1_PRE-COND,2.57,1.69,0.73,0.87000006,0.94,0.18666667,0.03
3419897,11.272,Level_1_RAMP_UP,2.57,1.69,0.73,0.87000006,0.94,0.19,0.03
3420150,11.525,Level_1_RAMP_UP,2.57,1.69,0.73,0.87000006,0.94,0.19,0.03
3420402,11.777,Level_1_RAMP_UP,2.57,1.69,0.73,0.87000006,0.94,0.19,0.03
3420655,12.03,Level_1_RAMP_UP,2.57,1.69,0.73,0.87000006,0.94,0.19,0.03
3420918,12.293,Level_1_RAMP_UP,2.57,1.69,0.73,0.87000006,0.94,0.19,0.03
3421179,12.554,Level_1_RAMP_UP,2.57,1.69,0.73,0.87000006,0.94,0.19,0.03
3421441,12.816,Level_1_RAMP_UP,2.57,1.69,0.73,0.87000006,0.94,0.19,0.03
3421703,13.078,Level_1_RAMP_UP,2.57,1.69,0.73,0.87000006,0.94,0.19,0.03
3421962,13.337,Level_1_RAMP_UP,2.57,1.69,0.73,0.87000006,0.94,0.19,0.03
3422213,13.588,Level_1_RAMP_UP,2.57,1.69,0.73,0.87000006,0.94,0.19,0.03
3422476,13.851,Level_1_RAMP_UP,2.57,1.69,0.73,0.87000006,0.94,0.19,0.03
3422951,14.326,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.94,0.19,0.03
3423213,14.588,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.94,0.19,0.03
3423474,14.849,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.94,0.19,0.03
3423737,15.112,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.94,0.19,0.03
3423991,15.366,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.94,0.19,0.03
3424249,15.624,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.94,0.19,0.03
3424513,15.888,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.94,0.19,0.03
3424767,16.142,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.94,0.19,0.03
3425027,16.402,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.94,0.19,0.03
3425281,16.656,Level_1_HOLD,2.5666666,1.6866666,0.73,0.87000006,0.94,0.19,0.03
3425545,16.92,Level_1_HOLD,2.5666666,1.6866666,0.73,0.87000006,0.94,0.19,0.03
3425795,17.17,Level_1_HOLD,2.5666666,1.6866666,0.73,0.87000006,0.94,0.19,0.03
3426059,17.434,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.94,0.19,0.03
3426315,17.69,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.94,0.19,0.03
3426566,17.941,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.94,0.19,0.03
3426814,18.189,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.94,0.19,0.03
3427077,18.452,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.94,0.19,0.03
3427333,18.708,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.94,0.19,0.03
3427594,18.969,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.94,0.19,0.03
3427858,19.233,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.94,0.19,0.03
3428111,19.486,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.94,0.19,0.03
3428369,19.744,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.94,0.19,0.03
3428620,19.995,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.94,0.19,0.03
3428872,20.247,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.94,0.19,0.03
3429123,20.498,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.94,0.19,0.03
3429372,20.747,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.94,0.19,0.03
3429629,21.004,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.94,0.19,0.03
3429884,21.259,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.94,0.19,0.03
3430133,21.508,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.94,0.19,0.03
3430394,21.769,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.94,0.19,0.03
3430655,22.03,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.94,0.19,0.03
3430918,22.293,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.94,0.19,0.03
3431182,22.557,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.94,0.19,0.03
3431432,22.807,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.94,0.19,0.03
3431688,23.063,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.94,0.19,0.03
3431936,23.311,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.94,0.19,0.03
3432191,23.566,Level_1_HOLD,2.57,1.69,0.73,0.8733333,0.94,0.19,0.03
3432447,23.822,Level_1_HOLD,2.57,1.69,0.73,0.8733333,0.94,0.19,0.03
3432706,24.081,Level_1_HOLD,2.57,1.69,0.73,0.8733333,0.94,0.19,0.03
3432962,24.337,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.94,0.19,0.03
3433217,24.592,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.94,0.19,0.03
3433468,24.843,Level_1_HOLD,2.57,1.69,0.73,0.8733333,0.94,0.19,0.03
3433718,25.093,Level_1_HOLD,2.57,1.69,0.73,0.8733333,0.94,0.19,0.03
3433971,25.346,Level_1_HOLD,2.57,1.69,0.73,0.8733333,0.94,0.19,0.03
3434224,25.599,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.94,0.19,0.03
3434478,25.853,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.94,0.19,0.03
3434735,26.11,Level_1_HOLD,2.57,1.69,0.73,0.8733333,0.94,0.19,0.03
3434984,26.359,Level_1_HOLD,2.57,1.69,0.73,0.8733333,0.94,0.19,0.03
3435236,26.611,Level_1_HOLD,2.57,1.69,0.73,0.8766667,0.94,0.19,0.03
3435488,26.863,Level_1_HOLD,2.57,1.69,0.73,0.8733333,0.94,0.19,0.03
3435754,27.129,Level_1_HOLD,2.57,1.69,0.73,0.8733333,0.94,0.19333333,0.03
3436009,27.384,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.94,0.19333333,0.03
3436261,27.636,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.94,0.19333333,0.03
3436522,27.897,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.94,0.19,0.03
3436783,28.158,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.94,0.19,0.03
3437042,28.417,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.94,0.19,0.03
3437296,28.671,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.94,0.19333333,0.03
3437557,28.932,Level_1_HOLD,2.57,1.69,0.73,0.8733333,0.94,0.19666666,0.03
3437808,29.183,Level_1_HOLD,2.57,1.69,0.73,0.8733333,0.94,0.2,0.03
3438063,29.438,Level_1_HOLD,2.57,1.69,0.73,0.8766667,0.94,0.2,0.03
3438318,29.693,Level_1_HOLD,2.57,1.69,0.73,0.8733333,0.94,0.2,0.03
3438577,29.952,Level_1_HOLD,2.57,1.69,0.73,0.8733333,0.94,0.2,0.03
3438832,30.207,Level_1_HOLD,2.57,1.69,0.73,0.8733333,0.94,0.2,0.03
3439088,30.463,Level_1_HOLD,2.57,1.69,0.73,0.8733333,0.94,0.2,0.03
3439350,30.725,Level_1_HOLD,2.57,1.69,0.73,0.8733333,0.94,0.2,0.03
3439605,30.98,Level_1_HOLD,2.57,1.69,0.73,0.8733333,0.94,0.2,0.03
3439863,31.238,Level_1_HOLD,2.57,1.69,0.73,0.8766667,0.94,0.2,0.03
3440122,31.497,Level_1_HOLD,2.57,1.69,0.73,0.87999994,0.94,0.2,0.03
3440381,31.756,Level_1_HOLD,2.57,1.69,0.73,0.8766667,0.94,0.2,0.03
3440635,32.01,Level_1_HOLD,2.57,1.69,0.73,0.8766667,0.94,0.2,0.03
3440902,32.277,Level_1_HOLD,2.57,1.69,0.73,0.8733333,0.94,0.2,0.03
