timestamp,relative_time,sample,co_m,eth_m,voc_m,no2,eth_gm,voc_gm,co_gm
1183245,0.0,Level_1_PRE-COND,2.57,1.69,0.73,0.92,0.68,0.29666668,0.03
1183497,0.252,Level_1_PRE-COND,2.57,1.69,0.73,0.92,0.68,0.3,0.03
1183746,0.501,Level_1_PRE-COND,2.57,1.69,0.73,0.92,0.68,0.3,0.03
1184005,0.76,Level_1_PRE-COND,2.57,1.69,0.73,0.92,0.68,0.3,0.03
1184273,1.028,Level_1_PRE-COND,2.57,1.69,0.73,0.92,0.68,0.3,0.03
1184526,1.281,Level_1_PRE-COND,2.57,1.69,0.73,0.92333335,0.68,0.30333334,0.03333333
1184776,1.531,Level_1_PRE-COND,2.57,1.69,0.73,0.9266667,0.68,0.30666667,0.033333335
1185031,1.786,Level_1_PRE-COND,2.57,1.69,0.73,0.93,0.68,0.31,0.033333335
1185290,2.045,Level_1_PRE-COND,2.57,1.69,0.73,0.93,0.68,0.31,0.03
1185548,2.303,Level_1_PRE-COND,2.57,1.69,0.73,0.93,0.68,0.31,0.03
1185807,2.562,Level_1_PRE-COND,2.57,1.69,0.73,0.93,0.68,0.31,0.03
1186066,2.821,Level_1_RAMP_UP,2.57,1.69,0.73,0.93,0.68,0.31333333,0.03
1186331,3.086,Level_1_RAMP_UP,2.57,1.69,0.73,0.93333334,0.68,0.31666666,0.03
1186595,3.35,Level_1_RAMP_UP,2.57,1.69,0.73,0.93666667,0.68,0.32,0.03
1186849,3.604,Level_1_RAMP_UP,2.57,1.69,0.73,0.94,0.68,0.32,0.03333333
1187110,3.865,Level_1_RAMP_UP,2.57,1.69,0.73,0.94,0.68,0.32,0.036666665
1187363,4.118,Level_1_RAMP_UP,2.57,1.69,0.73,0.94,0.68,0.32333335,0.04
1187621,4.376,Level_1_RAMP_UP,2.57,1.69,0.73,0.94,0.68,0.32666668,0.04
1187883,4.638,Level_1_RAMP_UP,2.57,1.69,0.73,0.94,0.68,0.33,0.04
1188140,4.895,Level_1_RAMP_UP,2.57,1.69,0.73,0.94,0.68,0.33,0.04
1188404,5.159,Level_1_RAMP_UP,2.57,1.69,0.73,0.94,0.68,0.33333334,0.04
1188654,5.409,Level_1_RAMP_UP,2.57,1.69,0.73,0.94,0.68,0.33666667,0.04
1189119,5.874,Level_1_HOLD,2.5733333,1.6933333,0.73333335,0.9433333,0.68,0.34,0.04
1189381,6.136,Level_1_HOLD,2.573333,1.6933333,0.73333335,0.94666666,0.68,0.34,0.036666665
1189645,6.4,Level_1_HOLD,2.573333,1.6933333,0.73333335,0.95,0.68,0.34,0.036666665
1189901,6.656,Level_1_HOLD,2.57,1.69,0.73,0.95,0.68,0.34333333,0.036666665
1190149,6.904,Level_1_HOLD,2.57,1.69,0.73,0.95,0.68,0.34666666,0.04
1190413,7.168,Level_1_HOLD,2.57,1.69,0.73,0.95,0.68,0.35,0.04
1190665,7.42,Level_1_HOLD,2.57,1.69,0.73,0.95,0.68,0.35,0.04
1190918,7.673,Level_1_HOLD,2.57,1.69,0.73,0.95,0.68,0.35,0.04
1191170,7.925,Level_1_HOLD,2.57,1.69,0.73,0.95,0.68,0.35,0.04
1191428,8.183,Level_1_HOLD,2.57,1.69,0.73,0.95,0.68,0.35333332,0.04
1191688,8.443,Level_1_HOLD,2.57,1.69,0.73,0.95,0.68,0.35666668,0.04
1191947,8.702,Level_1_HOLD,2.57,1.69,0.73,0.95,0.68,0.36,0.04
1192208,8.963,Level_1_HOLD,2.57,1.69,0.73,0.95,0.68,0.36,0.04
1192460,9.215,Level_1_HOLD,2.57,1.69,0.73,0.95,0.68,0.36,0.04
1192712,9.467,Level_1_HOLD,2.57,1.69,0.73,0.95,0.68,0.36,0.04
1192969,9.724,Level_1_HOLD,2.57,1.69,0.73,0.95,0.68,0.36,0.04
1193224,9.979,Level_1_HOLD,2.57,1.69,0.73,0.95,0.68,0.36333334,0.04
1193487,10.242,Level_1_HOLD,2.57,1.69,0.73,0.95,0.68,0.36666667,0.04
1193739,10.494,Level_1_HOLD,2.57,1.69,0.73,0.95,0.68,0.37,0.04
1193996,10.751,Level_1_HOLD,2.57,1.69,0.73,0.95,0.68,0.37,0.04
1194248,11.003,Level_1_HOLD,2.57,1.69,0.73,0.9533333,0.68,0.37,0.04
1194512,11.267,Level_1_HOLD,2.57,1.69,0.73,0.9533333,0.68,0.37,0.04
1194772,11.527,Level_1_HOLD,2.57,1.69,0.73,0.95666665,0.68,0.37,0.04
1195036,11.791,Level_1_HOLD,2.57,1.69,0.73,0.95666665,0.68,0.37,0.04
1195289,12.044,Level_1_HOLD,2.57,1.69,0.73,0.96,0.68,0.37,0.04
1195547,12.302,Level_1_HOLD,2.57,1.69,0.73,0.96,0.68,0.37333333,0.04
1195800,12.555,Level_1_HOLD,2.57,1.69,0.73,0.96,0.68,0.37666667,0.04
1196053,12.808,Level_1_HOLD,2.57,1.69,0.73,0.96,0.68,0.38,0.04
