timestamp,relative_time,sample,co_m,eth_m,voc_m,no2,eth_gm,voc_gm,co_gm
506025,0.0,Level_6_DONE,2.57,1.69,0.73,0.8999999,0.68,0.28333333,0.03
506286,0.261,Level_6_DONE,2.57,1.69,0.73,0.8999999,0.68,0.28666666,0.03
506540,0.515,Level_6_DONE,2.57,1.69,0.73,0.8999999,0.68,0.29,0.03
506805,0.78,Level_6_DONE,2.57,1.69,0.73,0.8999999,0.68,0.28666666,0.03
507064,1.039,Level_6_DONE,2.57,1.69,0.73,0.8999999,0.68,0.28666666,0.03
507323,1.298,Level_6_DONE,2.57,1.69,0.73,0.8999999,0.68,0.28666666,0.03
507578,1.553,Level_6_DONE,2.57,1.69,0.73,0.8999999,0.68,0.29,0.03
507842,1.817,Level_6_DONE,2.57,1.69,0.73,0.8999999,0.68,0.29,0.03
508104,2.079,Level_6_DONE,2.57,1.69,0.73,0.8999999,0.68,0.29,0.03
508362,2.337,Level_6_DONE,2.57,1.69,0.73,0.8999999,0.68,0.29,0.03
508620,2.595,Level_6_DONE,2.57,1.69,0.73,0.8999999,0.68,0.29,0.03
508886,2.861,Level_6_DONE,2.57,1.69,0.73,0.8999999,0.68,0.29,0.03
509149,3.124,Level_6_DONE,2.57,1.69,0.73,0.8999999,0.68,0.29,0.03
509417,3.392,Level_6_DONE,2.57,1.69,0.73,0.8999999,0.68,0.29,0.03
509667,3.642,Level_6_DONE,2.57,1.69,0.73,0.8999999,0.68,0.29,0.03
509922,3.897,Level_6_DONE,2.57,1.69,0.73,0.8999999,0.68,0.29,0.03
510176,4.151,Level_6_DONE,2.57,1.69,0.73,0.8999999,0.68,0.29,0.03
510428,4.403,Level_6_DONE,2.57,1.69,0.73,0.8999999,0.68,0.29,0.03
510680,4.655,Level_6_DONE,2.57,1.69,0.73,0.8999999,0.68,0.29,0.03
510941,4.916,Level_6_DONE,2.57,1.69,0.73,0.8999999,0.68,0.29,0.03
511194,5.169,Level_6_DONE,2.57,1.69,0.73,0.8999999,0.68,0.29,0.03
511446,5.421,Level_6_DONE,2.57,1.69,0.73,0.8999999,0.68,0.29,0.03
511696,5.671,Level_6_DONE,2.57,1.69,0.73,0.8999999,0.68,0.29,0.03
511949,5.924,Level_6_DONE,2.57,1.69,0.73,0.8999999,0.68,0.29,0.03
512202,6.177,Level_6_DONE,2.57,1.69,0.73,0.8999999,0.68,0.29,0.03
512461,6.436,Level_6_DONE,2.57,1.69,0.73,0.8999999,0.68,0.29,0.03
512721,6.696,Level_6_DONE,2.57,1.69,0.73,0.8999999,0.68,0.29,0.03
512973,6.948,Level_6_DONE,2.57,1.69,0.73,0.8999999,0.68,0.29,0.03
513226,7.201,Level_6_DONE,2.57,1.69,0.73,0.8999999,0.68,0.29,0.03
513477,7.452,Level_6_DONE,2.57,1.69,0.73,0.8999999,0.68,0.29,0.03
513737,7.712,Level_6_DONE,2.57,1.69,0.73,0.8999999,0.68,0.29,0.03
513989,7.964,Level_6_DONE,2.57,1.69,0.73,0.8999999,0.68,0.29,0.03
514246,8.221,Level_6_DONE,2.57,1.69,0.73,0.8999999,0.68,0.29,0.03
514504,8.479,Level_6_DONE,2.57,1.69,0.73,0.8999999,0.68,0.29,0.03
514760,8.735,Level_6_DONE,2.57,1.69,0.73,0.8999999,0.68,0.29,0.03
