timestamp,relative_time,sample,co_m,eth_m,voc_m,no2,eth_gm,voc_gm,co_gm
1589650,0.0,Level_6_DONE,2.57,1.69,0.73,0.93,0.68,0.31,0.03
1589900,0.25,Level_6_DONE,2.57,1.69,0.73,0.93,0.68,0.31,0.03
1590165,0.515,Level_6_DONE,2.57,1.69,0.73,0.93,0.68,0.31,0.03
1590422,0.772,Level_6_DONE,2.57,1.69,0.73,0.93,0.68,0.31,0.03
1641418,51.768,Level_1_PRE-COND,2.57,1.69,0.73,0.93666667,0.68,0.32333335,0.03
1641673,52.023,Level_1_PRE-COND,2.57,1.69,0.73,0.94,0.68,0.32666668,0.03
1641925,52.275,Level_1_PRE-COND,2.57,1.69,0.73,0.94,0.68,0.33,0.03
1642178,52.528,Level_1_PRE-COND,2.57,1.69,0.73,0.94,0.68,0.33,0.03
1642438,52.788,Level_1_PRE-COND,2.57,1.69,0.73,0.94,0.68,0.33,0.03
1642894,53.244,Level_1_RAMP_UP,2.57,1.69,0.73,0.94,0.68,0.33,0.03
1643154,53.504,Level_1_RAMP_UP,2.57,1.69,0.73,0.94,0.68,0.33,0.03
1643412,53.762,Level_1_RAMP_UP,2.57,1.69,0.73,0.94,0.68,0.33,0.03
1643671,54.021,Level_1_RAMP_UP,2.57,1.69,0.73,0.94,0.68,0.33,0.03
1643923,54.273,Level_1_RAMP_UP,2.57,1.69,0.73,0.94,0.68,0.33,0.03
1644174,54.524,Level_1_RAMP_UP,2.57,1.69,0.73,0.94,0.68,0.33333334,0.03
1644432,54.782,Level_1_RAMP_UP,2.57,1.69,0.73,0.94,0.68,0.33666667,0.03
1644690,55.04,Level_1_RAMP_UP,2.57,1.69,0.73,0.94,0.68,0.34,0.03
1644946,55.296,Level_1_RAMP_UP,2.57,1.69,0.73,0.94,0.68,0.34,0.03
1645199,55.549,Level_1_RAMP_UP,2.57,1.69,0.73,0.94,0.68,0.34,0.03
1645449,55.799,Level_1_RAMP_UP,2.57,1.69,0.73,0.94,0.68,0.34,0.03
1645934,56.284,Level_1_HOLD,2.57,1.69,0.73,0.94,0.68,0.34,0.03
1646193,56.543,Level_1_HOLD,2.57,1.69,0.73,0.94,0.68,0.34,0.03
1646451,56.801,Level_1_HOLD,2.57,1.69,0.73,0.94,0.68,0.34,0.03
1646715,57.065,Level_1_HOLD,2.57,1.69,0.73,0.94,0.68,0.34,0.03
1646970,57.32,Level_1_HOLD,2.57,1.69,0.73,0.94,0.68,0.34,0.03
1647229,57.579,Level_1_HOLD,2.57,1.69,0.73,0.94,0.68,0.34,0.03
1647484,57.834,Level_1_HOLD,2.57,1.69,0.73,0.94,0.68,0.34,0.03
1647744,58.094,Level_1_HOLD,2.57,1.69,0.73,0.94,0.68,0.34,0.03
1648009,58.359,Level_1_HOLD,2.57,1.69,0.73,0.94,0.68,0.34,0.03
1648265,58.615,Level_1_HOLD,2.57,1.69,0.73,0.94,0.68,0.34,0.03
