timestamp,relative_time,sample,co_m,eth_m,voc_m,no2,eth_gm,voc_gm,co_gm
3863322,0.0,Level_1_PRE-COND,2.5666666,1.6866666,0.73,0.85999995,0.91,0.17,0.03
3863585,0.263,Level_1_PRE-COND,2.5666666,1.6866666,0.73,0.85999995,0.91,0.17,0.03
3863843,0.521,Level_1_PRE-COND,2.5666666,1.6866666,0.73,0.85999995,0.91,0.17,0.03
3864098,0.776,Level_1_PRE-COND,2.57,1.69,0.73,0.85999995,0.91,0.17,0.03
3864354,1.032,Level_1_PRE-COND,2.57,1.69,0.73,0.85999995,0.91,0.17,0.03
3864794,1.472,Level_1_RAMP_UP,2.57,1.69,0.73,0.85999995,0.91,0.17,0.03
3865048,1.726,Level_1_RAMP_UP,2.57,1.69,0.73,0.85999995,0.91,0.17,0.03
3865310,1.988,Level_1_RAMP_UP,2.57,1.69,0.73,0.85999995,0.91,0.17333333,0.03
3865574,2.252,Level_1_RAMP_UP,2.57,1.69,0.73,0.85999995,0.91,0.17666668,0.03
3865830,2.508,Level_1_RAMP_UP,2.57,1.69,0.73,0.85999995,0.91,0.17666668,0.03
3866089,2.767,Level_1_RAMP_UP,2.57,1.69,0.73,0.85999995,0.91,0.17666668,0.03
3866346,3.024,Level_1_RAMP_UP,2.57,1.69,0.73,0.85999995,0.91,0.17666668,0.03
3866603,3.281,Level_1_RAMP_UP,2.57,1.69,0.73,0.85999995,0.91,0.18,0.03
3866855,3.533,Level_1_RAMP_UP,2.57,1.69,0.73,0.85999995,0.91,0.18,0.03
3867120,3.798,Level_1_RAMP_UP,2.57,1.69,0.73,0.85999995,0.91,0.18,0.03
3867374,4.052,Level_1_RAMP_UP,2.57,1.69,0.73,0.85999995,0.91,0.18,0.03
3867843,4.521,Level_1_HOLD,2.57,1.69,0.73,0.85999995,0.91,0.18,0.03
3868108,4.786,Level_1_HOLD,2.57,1.69,0.73,0.85999995,0.91,0.18,0.03
3868368,5.046,Level_1_HOLD,2.57,1.69,0.73,0.8633334,0.91,0.18,0.03
3868619,5.297,Level_1_HOLD,2.57,1.69,0.73,0.8666666,0.91,0.18,0.03
3868870,5.548,Level_1_HOLD,2.57,1.69,0.73,0.8666666,0.91,0.18,0.03
3869124,5.802,Level_1_HOLD,2.57,1.69,0.73,0.8666666,0.91,0.18,0.03
3869380,6.058,Level_1_HOLD,2.57,1.69,0.73,0.8666666,0.91,0.18,0.03
3869634,6.312,Level_1_HOLD,2.57,1.69,0.73,0.8666666,0.91,0.18,0.03
3869897,6.575,Level_1_HOLD,2.57,1.69,0.73,0.8666666,0.91,0.18,0.03
3870153,6.831,Level_1_HOLD,2.57,1.69,0.73,0.8666666,0.91,0.18,0.03
3870415,7.093,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.91,0.18,0.03
3870665,7.343,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.91,0.18,0.03
3870922,7.6,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.91,0.18,0.03
3871184,7.862,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.91,0.18,0.03
3871441,8.119,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.91,0.18,0.03
3871702,8.38,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.91,0.18,0.03
3871966,8.644,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.91,0.18,0.03
3872223,8.901,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.91,0.18,0.03
3872488,9.166,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.91,0.18,0.03
3872747,9.425,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.91,0.18,0.03
3873013,9.691,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.91,0.18,0.03
3873265,9.943,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.91,0.18,0.03
3873514,10.192,Level_1_HOLD,2.57,1.69,0.73,0.8666666,0.91,0.18,0.03
3873779,10.457,Level_1_HOLD,2.57,1.69,0.73,0.8666666,0.91,0.18,0.03
3874041,10.719,Level_1_HOLD,2.57,1.69,0.73,0.8666666,0.91,0.18,0.03
3874297,10.975,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.91,0.18,0.03
3874556,11.234,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.91,0.18,0.03
3874818,11.496,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.91,0.18,0.03
3875077,11.755,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.91,0.18,0.03
3875333,12.011,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.91,0.18,0.03
3875584,12.262,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.91,0.18,0.03
3875836,12.514,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.91,0.18,0.03
3876088,12.766,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.91,0.18,0.03
3876350,13.028,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.91,0.18,0.03
3876598,13.276,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.91,0.18,0.03
3876855,13.533,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.91,0.18,0.03
3877114,13.792,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.91,0.18,0.03
3877381,14.059,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.91,0.18,0.03
3877644,14.322,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.91,0.18,0.03
3877907,14.585,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.91,0.18,0.03
3878166,14.844,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.91,0.18,0.03
3878417,15.095,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.91,0.18,0.03
3878670,15.348,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.91,0.18,0.03
3878937,15.615,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.91,0.18,0.03
3879192,15.87,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.91,0.18,0.03
3879449,16.127,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.91,0.18,0.03
3879708,16.386,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.91,0.18,0.03
3879961,16.639,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.91,0.18,0.03
3880220,16.898,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.91,0.18,0.03
3880470,17.148,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.91,0.18,0.03
3880729,17.407,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.91,0.18,0.03
3880994,17.672,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.91,0.18,0.03
3881245,17.923,Level_1_HOLD,2.57,1.69,0.73,0.87000006,0.91,0.18,0.03
