timestamp,relative_time,sample,co_m,eth_m,voc_m,no2,eth_gm,voc_gm,co_gm
4402760,0.0,Level_6_DONE,2.57,1.69,0.73,0.97,0.91,0.35,0.04
4403022,0.262,Level_6_DONE,2.57,1.69,0.73,0.97,0.91,0.35,0.04
4403282,0.522,Level_6_DONE,2.57,1.69,0.73,0.97,0.91,0.35,0.04
4403535,0.775,Level_6_DONE,2.57,1.69,0.73,0.97,0.91,0.35,0.04
4403787,1.027,Level_6_DONE,2.57,1.69,0.73,0.97,0.91,0.35,0.04
4404051,1.291,Level_6_DONE,2.57,1.69,0.73,0.97,0.91,0.35,0.04
4404303,1.543,Level_6_DONE,2.57,1.69,0.73,0.97,0.91,0.35,0.04
4404564,1.804,Level_6_DONE,2.57,1.69,0.73,0.97,0.91,0.35,0.04
4404818,2.058,Level_6_DONE,2.57,1.69,0.73,0.97,0.91,0.35,0.04
4405086,2.326,Level_6_DONE,2.57,1.69,0.73,0.97,0.91,0.35,0.04
4405334,2.574,Level_6_DONE,2.57,1.69,0.73,0.97,0.91,0.35,0.04
4405590,2.83,Level_6_DONE,2.57,1.69,0.73,0.97,0.91,0.35,0.04
4405852,3.092,Level_6_DONE,2.57,1.69,0.73,0.97,0.91,0.35333332,0.04
4406114,3.354,Level_6_DONE,2.57,1.69,0.73,0.97,0.91,0.35666668,0.04
4406364,3.604,Level_6_DONE,2.57,1.69,0.73,0.97,0.91,0.36,0.04
4406627,3.867,Level_6_DONE,2.57,1.69,0.73,0.97333336,0.91,0.36,0.04
4406884,4.124,Level_6_DONE,2.57,1.69,0.73,0.9766667,0.91,0.36,0.04
4407143,4.383,Level_6_DONE,2.57,1.69,0.73,0.98,0.91,0.36,0.04
4407397,4.637,Level_6_DONE,2.57,1.69,0.73,0.98,0.91,0.36,0.04
4407659,4.899,Level_6_DONE,2.57,1.69,0.73,0.98,0.91,0.36,0.04
4408174,5.414,Level_1_PRE-COND,2.57,1.69,0.73,0.98,0.91,0.36,0.04
4408437,5.677,Level_1_PRE-COND,2.57,1.69,0.73,0.98,0.91,0.36,0.04
4408687,5.927,Level_1_PRE-COND,2.57,1.69,0.73,0.98,0.91,0.36,0.04
